time,location,consumption,temperature
2022-04-07 21:00:00,bergen,1.113325,-0.30000001192092896
2022-04-07 21:00:00,oslo,4.09283,1.0
2022-04-07 21:00:00,stavanger,2.057858158333333,1.2999999523162842
2022-04-07 21:00:00,tromsø,1.246582,-3.9000000953674316
2022-04-07 21:00:00,trondheim,1.970098,-2.799999952316284
2022-04-07 22:00:00,bergen,1.050327,0.0
2022-04-07 22:00:00,oslo,3.818094999999999,0.4000000059604645
2022-04-07 22:00:00,stavanger,1.9189961583333333,0.800000011920929
2022-04-07 22:00:00,tromsø,1.1803210000000002,-4.300000190734863
2022-04-07 22:00:00,trondheim,1.839443,-3.299999952316284
2022-04-07 23:00:00,bergen,1.008794,-0.5
2022-04-07 23:00:00,oslo,3.660980999999999,0.30000001192092896
2022-04-07 23:00:00,stavanger,1.8217491583333332,1.100000023841858
2022-04-07 23:00:00,tromsø,1.138952,-5.099999904632568
2022-04-07 23:00:00,trondheim,1.747675,-3.799999952316284
2022-04-08 00:00:00,bergen,0.984202,-1.100000023841858
2022-04-08 00:00:00,oslo,3.584065999999999,0.20000000298023224
2022-04-08 00:00:00,stavanger,1.7820111583333331,1.100000023841858
2022-04-08 00:00:00,tromsø,1.140786,-5.699999809265137
2022-04-08 00:00:00,trondheim,1.703176,-4.199999809265137
2022-04-08 01:00:00,bergen,0.950335,-0.699999988079071
2022-04-08 01:00:00,oslo,3.5495360000000007,0.4000000059604645
2022-04-08 01:00:00,stavanger,1.7442531583333334,1.0
2022-04-08 01:00:00,tromsø,1.1405669999999997,-3.9000000953674316
2022-04-08 01:00:00,trondheim,1.6943,-4.099999904632568
2022-04-08 02:00:00,bergen,0.977533,-0.8999999761581421
2022-04-08 02:00:00,oslo,3.5527380000000006,0.0
2022-04-08 02:00:00,stavanger,1.7534051583333332,0.4000000059604645
2022-04-08 02:00:00,tromsø,1.1598669999999998,-3.5
2022-04-08 02:00:00,trondheim,1.7131059999999998,-4.199999809265137
2022-04-08 03:00:00,bergen,0.965054,-0.8999999761581421
2022-04-08 03:00:00,oslo,3.63857,-0.4000000059604645
2022-04-08 03:00:00,stavanger,1.745010158333333,0.4000000059604645
2022-04-08 03:00:00,tromsø,1.164006,-3.799999952316284
2022-04-08 03:00:00,trondheim,1.752271,-4.300000190734863
2022-04-08 04:00:00,bergen,1.024541,-1.600000023841858
2022-04-08 04:00:00,oslo,3.9299400000000007,-0.5
2022-04-08 04:00:00,stavanger,1.895899158333333,1.100000023841858
2022-04-08 04:00:00,tromsø,1.2616099999999997,-4.5
2022-04-08 04:00:00,trondheim,1.8868100000000003,-3.9000000953674316
2022-04-08 05:00:00,bergen,1.131104,-1.399999976158142
2022-04-08 05:00:00,oslo,4.268501999999999,-0.4000000059604645
2022-04-08 05:00:00,stavanger,2.0667961583333327,1.600000023841858
2022-04-08 05:00:00,tromsø,1.2853820000000002,-4.099999904632568
2022-04-08 05:00:00,trondheim,2.079411,-3.0
2022-04-08 06:00:00,bergen,1.1152030000000002,-0.20000000298023224
2022-04-08 06:00:00,oslo,4.2313160000000005,0.10000000149011612
2022-04-08 06:00:00,stavanger,2.022131158333333,2.4000000953674316
2022-04-08 06:00:00,tromsø,1.203783,-3.5
2022-04-08 06:00:00,trondheim,2.012536,-1.7000000476837158
2022-04-08 07:00:00,bergen,1.065699,1.7999999523162842
2022-04-08 07:00:00,oslo,4.114146000000001,0.699999988079071
2022-04-08 07:00:00,stavanger,1.9267971583333328,3.200000047683716
2022-04-08 07:00:00,tromsø,1.135252,-2.299999952316284
2022-04-08 07:00:00,trondheim,1.88196,-1.600000023841858
2022-04-08 08:00:00,bergen,1.012551,3.799999952316284
2022-04-08 08:00:00,oslo,3.956936,1.399999976158142
2022-04-08 08:00:00,stavanger,1.8461671583333328,4.300000190734863
2022-04-08 08:00:00,tromsø,1.067357,-1.100000023841858
2022-04-08 08:00:00,trondheim,1.7990129999999998,-0.4000000059604645
2022-04-08 09:00:00,bergen,0.966511,5.400000095367432
2022-04-08 09:00:00,oslo,3.817899,2.200000047683716
2022-04-08 09:00:00,stavanger,1.792489158333333,5.599999904632568
2022-04-08 09:00:00,tromsø,1.054547,-0.20000000298023224
2022-04-08 09:00:00,trondheim,1.7429250000000005,0.699999988079071
2022-04-08 10:00:00,bergen,0.950885,6.599999904632568
2022-04-08 10:00:00,oslo,3.753816000000001,3.0
2022-04-08 10:00:00,stavanger,1.7415921583333331,6.5
2022-04-08 10:00:00,tromsø,1.0399329999999998,0.5
2022-04-08 10:00:00,trondheim,1.6968859999999997,1.399999976158142
2022-04-08 11:00:00,bergen,0.92572,7.099999904632568
2022-04-08 11:00:00,oslo,3.646769,4.0
2022-04-08 11:00:00,stavanger,1.7169861583333332,7.0
2022-04-08 11:00:00,tromsø,1.058377,0.699999988079071
2022-04-08 11:00:00,trondheim,1.671698,2.200000047683716
2022-04-08 12:00:00,bergen,0.8948769999999999,7.199999809265137
2022-04-08 12:00:00,oslo,3.572325,5.0
2022-04-08 12:00:00,stavanger,1.740618158333333,7.099999904632568
2022-04-08 12:00:00,tromsø,1.041899,0.699999988079071
2022-04-08 12:00:00,trondheim,1.7233600000000002,2.200000047683716
2022-04-08 13:00:00,bergen,0.93128,7.199999809265137
2022-04-08 13:00:00,oslo,3.634216,5.400000095367432
2022-04-08 13:00:00,stavanger,1.794392158333333,6.900000095367432
2022-04-08 13:00:00,tromsø,1.1040150000000002,0.800000011920929
2022-04-08 13:00:00,trondheim,1.7914409999999994,2.0
2022-04-08 14:00:00,bergen,1.000043,5.900000095367432
2022-04-08 14:00:00,oslo,3.7682890000000007,5.699999809265137
2022-04-08 14:00:00,stavanger,1.8122961583333332,7.400000095367432
2022-04-08 14:00:00,tromsø,1.119471,0.30000001192092896
2022-04-08 14:00:00,trondheim,1.864967,1.7999999523162842
2022-04-08 15:00:00,bergen,1.045292,4.300000190734863
2022-04-08 15:00:00,oslo,3.7637840000000016,5.199999809265137
2022-04-08 15:00:00,stavanger,1.8802821583333336,6.5
2022-04-08 15:00:00,tromsø,1.1724369999999995,0.0
2022-04-08 15:00:00,trondheim,1.958575,1.5
2022-04-08 16:00:00,bergen,1.102252,4.300000190734863
2022-04-08 16:00:00,oslo,3.919596,4.599999904632568
2022-04-08 16:00:00,stavanger,1.9599321583333331,5.599999904632568
2022-04-08 16:00:00,tromsø,1.195724,-0.5
2022-04-08 16:00:00,trondheim,2.057672,1.2000000476837158
2022-04-08 17:00:00,bergen,1.087735,4.0
2022-04-08 17:00:00,oslo,3.990084,3.4000000953674316
2022-04-08 17:00:00,stavanger,1.9927411583333332,4.800000190734863
2022-04-08 17:00:00,tromsø,1.239583,-0.8999999761581421
2022-04-08 17:00:00,trondheim,2.107002,0.8999999761581421
2022-04-08 18:00:00,bergen,1.1014780000000002,3.0
2022-04-08 18:00:00,oslo,4.091621000000001,1.2999999523162842
2022-04-08 18:00:00,stavanger,2.062917158333333,4.0
2022-04-08 18:00:00,tromsø,1.249838,-1.2000000476837158
2022-04-08 18:00:00,trondheim,2.1372910000000003,0.6000000238418579
2022-04-08 19:00:00,bergen,1.141766,1.7000000476837158
2022-04-08 19:00:00,oslo,4.087196,-1.2000000476837158
2022-04-08 19:00:00,stavanger,1.9987221583333332,3.0999999046325684
2022-04-08 19:00:00,tromsø,1.264833,-1.5
2022-04-08 19:00:00,trondheim,2.102227,0.6000000238418579
2022-04-08 20:00:00,bergen,1.101726,0.6000000238418579
2022-04-08 20:00:00,oslo,3.988677,-2.200000047683716
2022-04-08 20:00:00,stavanger,1.9582681583333328,2.4000000953674316
2022-04-08 20:00:00,tromsø,1.201885,-1.5
2022-04-08 20:00:00,trondheim,2.053967,0.4000000059604645
2022-04-08 21:00:00,bergen,1.08075,0.699999988079071
2022-04-08 21:00:00,oslo,3.926266,-2.0
2022-04-08 21:00:00,stavanger,1.9110071583333332,2.0999999046325684
2022-04-08 21:00:00,tromsø,1.191047,-1.399999976158142
2022-04-08 21:00:00,trondheim,1.967688,0.20000000298023224
2022-04-08 22:00:00,bergen,1.033282,0.800000011920929
2022-04-08 22:00:00,oslo,3.790769,-1.7999999523162842
2022-04-08 22:00:00,stavanger,1.8720671583333333,1.899999976158142
2022-04-08 22:00:00,tromsø,1.1629259999999997,-1.2999999523162842
2022-04-08 22:00:00,trondheim,1.844449,0.10000000149011612
